year,month,day,author,text,text_en,text_pl,month_string
2018,1,2,Holy Mary,"Figli amati, grazie per essere riuniti qui per la preghiera del Santo Rosario. Figli amati, l’amore è Dio, ma quanto poco amore e poca fede avvolte vedo nei cuori degli uomini, pregate per la conversione, i tempi sono maturi, affinchè tutto abbia compimento. Vi benedico nel nome del Padre del Figlio e dello Spirito Santo. Amen","Kochane dzieci, dziękujemy za to, że jesteście tu zgromadzeni na modlitwie Różańca Świętego. Umiłowane dzieci, miłość jest Bogiem, ale jak mało miłości i małej wiary jest w otoczonych nią, widzę w sercach ludzi, módlcie się o nawrócenie, nadszedł czas, aby wszystko się spełniło. Błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ","Kochane dzieci, dziękujemy za to, że jesteście tu zgromadzeni na modlitwie Różańca Świętego. Umiłowane dzieci, miłość jest Bogiem, ale jak mało miłości i małej wiary jest w otoczonych nią, widzę w sercach ludzi, módlcie się o nawrócenie, nadszedł czas, aby wszystko się spełniło. Błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",January
2018,1,3,Holy Mary,"Amati figli, oggi quante benedizioni scenderanno su di voi, per essere qui nella preghiera. Figli, vi prego ascoltate l’urlo d’amore di mio Figlio che non si arrende e non vuole perdere i suoi figli. Io sono una madre che non può guardare più con dolore, chi si arrende a satana. Presto, io verrò insieme a mio Figlio Gesù nel mondo e vi prenderò tra le mie braccia. Figli amati continuate ad essere sempre sulla strada della fede e continuate ad essere miei soldati e veri apostoli. Questo sarà un anno di cambiamenti. Ora vi benedico lasciando la pace nei vostri cuori, nel nome della Santissima Trinità, Padre Figlio e Spirito Santo. Amen","Umiłowane dzieci, jak wiele błogosławieństw zstąpi na was dzisiaj, bo jesteście tutaj na modlitwie. Dzieci, proszę, posłuchajcie wołania miłości mojego Syna, który nie poddaje się i nie chce stracić swoich dzieci. Jestem matką, która nie może już patrzeć na tych, którzy z bólem poddają się szatanowi. Wkrótce przyjdę na świat wraz z moim Synem Jezusem i wezmę Cię w swoje ramiona. Umiłowane dzieci, pozostańcie zawsze na ścieżce wiary i pozostańcie moimi żołnierzami i prawdziwymi apostołami. To będzie rok zmian. Teraz błogosławię was, pozostawiając pokój w waszych sercach, w imię Trójcy Przenajświętszej, Ojca i Syna i Ducha Świętego. Amen ","Umiłowane dzieci, jak wiele błogosławieństw zstąpi na was dzisiaj, bo jesteście tutaj na modlitwie. Dzieci, proszę, posłuchajcie wołania miłości mojego Syna, który nie poddaje się i nie chce stracić swoich dzieci. Jestem matką, która nie może już patrzeć na tych, którzy z bólem poddają się szatanowi. Wkrótce przyjdę na świat wraz z moim Synem Jezusem i wezmę Cię w swoje ramiona. Umiłowane dzieci, pozostańcie zawsze na ścieżce wiary i pozostańcie moimi żołnierzami i prawdziwymi apostołami. To będzie rok zmian. Teraz błogosławię was, pozostawiając pokój w waszych sercach, w imię Trójcy Przenajświętszej, Ojca i Syna i Ducha Świętego. Amen ",January
2018,1,4,Jesus Christ,"Figli amati, stò per arrivare, io sono pronto, la grazia è con voi. Figlia mia, devi dire a tutti e al più presto che devono pregare per la mia venuta. Sarete glorificati dal mio amore, avete una grazia enorme e non lo capite. Figli, datevi la pace tra di voi, dovete stare insieme e pronti, presto potrete godere delle cose che il Padre mio ha preparato per voi, amatevi, amatevi tutti. Abbiate fede, abbiate fede tutti. Amatevi più dei vostri stessi figli, il demonio non vincerà, ma voi con la vostra fede avrete vinto tutta l’eternità per la vita. Non arrabbiatevi, non siate nervosi, io vi lascio la Pace, tutto il resto viene da satana, che prova ad insinuarsi nelle vostre vite, non glielo permettete, la vostra salvezza arriverà presto insieme a me gloriosa, sorridete e gioite. Non ragionate troppo, i ragionamenti vengono da satana, non ragionate per le cose della vostra vita, affidate tutto a me che sono il vostro Salvatore Gesù Cristo. Mio Padre mi manda per la salvezza degli uomini, vi prego non ragionate troppo, non capirete mai i progetti di mio Padre. Grazie per avermi accolto. Il vostro Gesù. Amen","Umiłowane dzieci, niebawem przybędę, jestem gotowy, łaska jest z wami. Moja córko, musisz jak najszybciej powiedzieć wszystkim, że muszą się modlić o moje przyjście. Będziesz uwielbiona moją miłością, masz ogromną łaskę i jej nie rozumiesz. Dzieci, zawrzyjcie pokój między sobą, musicie być razem i gotowi, wkrótce będziecie mogli cieszyć się tym, co przygotował dla was mój Ojciec, miłujcie się, miłujcie. Miej wiarę, wszyscy miejcie wiarę. Kochajcie siebie nawzajem bardziej niż własne dzieci, diabeł nie wygra, ale wy przez swoją wiarę zdobędziecie życie wieczne. Nie gniewaj się, nie denerwuj się, zostawiam ci pokój, wszystko inne pochodzi od szatana, który próbuje wkraść się do twojego życia, nie pozwól mu, twoje zbawienie wkrótce nadejdzie z moją chwałą, uśmiechnij się i raduj. Nie myśl za dużo, rozumowanie pochodzi od szatana, nie uzasadniaj spraw swojego życia, powierz wszystko Mnie, który jestem Twoim Zbawicielem Jezusem Chrystusem. Mój Ojciec posyła mnie by zbawić ludzi, proszę, nie myśl za dużo, nigdy nie zrozumiecie planów mego Ojca. Dziękuje za powitanie mnie. Wasz Jezus. Amen ","Umiłowane dzieci, niebawem przybędę, jestem gotowy, łaska jest z wami. Moja córko, musisz jak najszybciej powiedzieć wszystkim, że muszą się modlić o moje przyjście. Będziesz uwielbiona moją miłością, masz ogromną łaskę i jej nie rozumiesz. Dzieci, zawrzyjcie pokój między sobą, musicie być razem i gotowi, wkrótce będziecie mogli cieszyć się tym, co przygotował dla was mój Ojciec, miłujcie się, miłujcie. Miej wiarę, wszyscy miejcie wiarę. Kochajcie siebie nawzajem bardziej niż własne dzieci, diabeł nie wygra, ale wy przez swoją wiarę zdobędziecie życie wieczne. Nie gniewaj się, nie denerwuj się, zostawiam ci pokój, wszystko inne pochodzi od szatana, który próbuje wkraść się do twojego życia, nie pozwól mu, twoje zbawienie wkrótce nadejdzie z moją chwałą, uśmiechnij się i raduj. Nie myśl za dużo, rozumowanie pochodzi od szatana, nie uzasadniaj spraw swojego życia, powierz wszystko Mnie, który jestem Twoim Zbawicielem Jezusem Chrystusem. Mój Ojciec posyła mnie by zbawić ludzi, proszę, nie myśl za dużo, nigdy nie zrozumiecie planów mego Ojca. Dziękuje za powitanie mnie. Wasz Jezus. Amen ",January
2018,1,6,Holy Mary,"Cari figli, grazie per aver ascoltato la mia chiamata nel vostro cuore. La pace sia con voi. Amati figli, ricordate sempre la Parola, ricordate sempre la Messa e l’Eucarestia, questi sono i principi della fede. Non ascoltate la falsa pace che si vede nel mondo. I potenti hanno già messo in atto il progetto dell’anticristo. Presto vedrete segni dal cielo. Gerusalemme verrà ancora distrutta, come duemila anni fa. Chi non crede a questi messaggi, deve ricordare cosa accadde al tempo di Noè, con il diluvio universale, ora la storia si ripeterà in maniera più grande. Siate sempre pronti. Io sono vicina per proteggervi. Ora vi benedico nel nome del Padre del Figlio e dello Spirito Santo. Amen","Drogie dzieci, dziękuję wam, że wysłuchaliście w swoim sercu mojego wezwania. Pokój z tobą. Umiłowane dzieci, zawsze pamiętajcie o Słowie, zawsze pamiętajcie o Mszy św. i Eucharystii, to są zasady wiary. Nie słuchajcie fałszywego pokoju, który jest widoczny na świecie. Potężni już wdrożyli projekt antychrysta. Wkrótce ujrzysz znaki z Nieba. Jerozolima zostanie ponownie zniszczona, tak jak dwa tysiące lat temu. Ci, którzy nie wierzą w te przesłania, muszą pamiętać, co wydarzyło się w czasach Noego, podczas powszechnego potopu, teraz historia powtórzy się w jeszcze większym stopniu. Zawsze bądź gotowy. Jestem blisko, by cię chronić. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ","Drogie dzieci, dziękuję wam, że wysłuchaliście w swoim sercu mojego wezwania. Pokój z tobą. Umiłowane dzieci, zawsze pamiętajcie o Słowie, zawsze pamiętajcie o Mszy św. i Eucharystii, to są zasady wiary. Nie słuchajcie fałszywego pokoju, który jest widoczny na świecie. Potężni już wdrożyli projekt antychrysta. Wkrótce ujrzysz znaki z Nieba. Jerozolima zostanie ponownie zniszczona, tak jak dwa tysiące lat temu. Ci, którzy nie wierzą w te przesłania, muszą pamiętać, co wydarzyło się w czasach Noego, podczas powszechnego potopu, teraz historia powtórzy się w jeszcze większym stopniu. Zawsze bądź gotowy. Jestem blisko, by cię chronić. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",January
2018,1,13,Jesus Christ,"Fratelli, sono accanto a voi... I miei sacerdoti hanno chinato la testa a satana e questo è quello che mi stanno facendo (Gesù mostra un petto lacerato), abbracciate e amate la mia croce. grazie per avermi consolato. Vi benedico tutti nel mio nome, nel nome del Padre mio e dello Spirito Santo. Amen. Alle ore 22:00 2° messaggio di Gesù: Fratelli, sentirete il forte mio potente richiamo, state uniti sempre, combattete satana, io sono qui con voi, sono in mezzo a voi, abbiate pietà della mia croce, non abbandonatevi l’un l’altro, siate sempre uniti nel mio nome, mia madre arriverà con me per accogliervi nel nuovo paradiso, da stasera tutto avrà inizio, io voglio solo amarvi, il mio urlo di amore non si fermerà qui, andrò oltre nell’amore, amatevi come io vi amo. Fratelli miei io sono sempre qui, accanto a voi, seguirò le vostre menti, il vostro cuore, voglio solo che voi lo permettiate. Vi amo, vi benedico tutti voi presenti, sulle vostre famiglie scenderanno le benedizioni tutti i giorni, fatemi entrare nei vostri cuori. Amen","Bracia, jestem obok was ... Moi kapłani skłonili głowy przed Szatanem i to właśnie mi czynią (Jezus pokazuje rozdartą pierś), przyjmijcie i kochajcie mój Krzyż. dziękuje za pocieszenie. Wszystkich was błogosławię w imię moje, w imię mego Ojca i Ducha Świętego. Amen. O 22:00 2. przesłanie Jezusa: Bracia, usłyszycie moje silne, potężne wezwanie, zawsze bądźcie zjednoczeni, walczcie z szatanem, jestem tutaj z wami, jestem wśród was, zmiłujcie się nad moim krzyżem, nie opuszczajcie siebie nawzajem, zawsze bądźcie zjednoczeni w moim imieniu, moja matka przyjdzie ze mną powitać was w nowym raju, od dzisiejszego wieczoru wszystko się zacznie, chcę cię tylko kochać, moje wołanie nie ustanie tutaj, pójdę dalej zakochany, kochajcie się tak, jak ja was kocham. Moi bracia, zawsze jestem tutaj, obok was, będę podążać za waszymi myślami, za waszymi sercami, chcę tylko, żebyście na to pozwolili. Kocham was, błogosławię was wszystkich obecnych, błogosławieństwa będą spływać na wasze rodziny każdego dnia, pozwólcie mi wejść do waszych serc. Amen ","Bracia, jestem obok was ... Moi kapłani skłonili głowy przed Szatanem i to właśnie mi czynią (Jezus pokazuje rozdartą pierś), przyjmijcie i kochajcie mój Krzyż. dziękuje za pocieszenie. Wszystkich was błogosławię w imię moje, w imię mego Ojca i Ducha Świętego. Amen. O 22:00 2. przesłanie Jezusa: Bracia, usłyszycie moje silne, potężne wezwanie, zawsze bądźcie zjednoczeni, walczcie z szatanem, jestem tutaj z wami, jestem wśród was, zmiłujcie się nad moim krzyżem, nie opuszczajcie siebie nawzajem, zawsze bądźcie zjednoczeni w moim imieniu, moja matka przyjdzie ze mną powitać was w nowym raju, od dzisiejszego wieczoru wszystko się zacznie, chcę cię tylko kochać, moje wołanie nie ustanie tutaj, pójdę dalej zakochany, kochajcie się tak, jak ja was kocham. Moi bracia, zawsze jestem tutaj, obok was, będę podążać za waszymi myślami, za waszymi sercami, chcę tylko, żebyście na to pozwolili. Kocham was, błogosławię was wszystkich obecnych, błogosławieństwa będą spływać na wasze rodziny każdego dnia, pozwólcie mi wejść do waszych serc. Amen ",January
2018,1,16,Holy Mary,"Cari figli, grazie per aver ascoltato la mia chiamata nel vostro cuore. Amati miei, pregate, pregate, pregate, siate sempre pronti nello spirito, l’avvertimento è sempre più vicino. Io vostra Madre, sono presente sulla terra per supplicarvi di redimervi urgentemente, i sacramenti, la Santa Messa e la Santissima Trinità dovranno essere i vostri amori più grandi. Piango per ciò che vi attende e provo grande dolore quando ascolto i cuori dei miei figli che non provano amore né per mio Figlio, né per il proprio fratello. Grande è l’amore del Padre per i suoi figli, accogliete questo amore e gioite. Ora, insieme alla Santissima Trinità, vi benedico nel nome del Padre e del Figlio e dello Spirito Santo. La Madonna ha benedetto tutti gli oggetti sacri compresi gli oggetti quelli indossati.","Drogie dzieci, dziękuję wam, że wysłuchaliście w swoim sercu mojego wezwania. Moi umiłowani, módlcie się, módlcie się, módlcie się, zawsze bądźcie gotowi w duchu, ostrzeżenie jest coraz bliżej. Ja, wasza Matka, jestem obecna na ziemi, aby was błagać, abyście pilnie odkupili siebie, sakramenty, Msza Święta i Trójca Święta muszą być waszymi największą miłością. Płaczę z powodu tego, co was czeka i odczuwam wielki ból, kiedy słucham serc moich dzieci, które nie czują miłości ani do mojego Syna, ani do swojego brata. Wielka jest miłość Ojca do jego dzieci, przyjmijcie tę miłość i radujcie się. Teraz razem z Trójcą Przenajświętszą błogosławię was w imię Ojca i Syna i Ducha Świętego. Matka Boża pobłogosławiła wszystkie święte przedmioty, w tym te noszone. ","Drogie dzieci, dziękuję wam, że wysłuchaliście w swoim sercu mojego wezwania. Moi umiłowani, módlcie się, módlcie się, módlcie się, zawsze bądźcie gotowi w duchu, ostrzeżenie jest coraz bliżej. Ja, wasza Matka, jestem obecna na ziemi, aby was błagać, abyście pilnie odkupili siebie, sakramenty, Msza Święta i Trójca Święta muszą być waszymi największą miłością. Płaczę z powodu tego, co was czeka i odczuwam wielki ból, kiedy słucham serc moich dzieci, które nie czują miłości ani do mojego Syna, ani do swojego brata. Wielka jest miłość Ojca do jego dzieci, przyjmijcie tę miłość i radujcie się. Teraz razem z Trójcą Przenajświętszą błogosławię was w imię Ojca i Syna i Ducha Świętego. Matka Boża pobłogosławiła wszystkie święte przedmioty, w tym te noszone. ",January
2018,1,18,Holy Mary,"Amati figli, grazie per essere qui, ecco, il mio sussulto d’amore è stato accolto nei vostri cuori. Questo è ciò che desidero adesso, avete capito che bisogna stare uniti nei gruppi di preghiera, intensificate il rosario, quest’anno sarà davvero bisognoso di preghiera, visto ciò che io vedo. Devi dire ai sacerdoti di continuare con i sacramenti, molti di loro non ubbidiranno più a ciò che non viene da Dio, state in allerta e usate il discernimento da ciò che viene dal cielo e non. Mi avete consolato e avete fatto gioire il mio cuore. Grazie gioielli miei. Ora vi benedico nel nome del Padre del figlio e dello Spirito Santo. Amen","Kochane dzieci, dziękuję wam, że tu jesteście, oto mój akt miłości został przyjęty w waszych sercach. Tego właśnie chcę teraz, zrozumieliście, że musicie pozostać zjednoczeni w grupach modlitewnych, zintensyfikować różaniec, ten rok będzie naprawdę potrzebował modlitwy, biorąc pod uwagę to, co widzę. Musisz powiedzieć kapłanom, aby kontynuowali sakramenty, wielu z nich nie będzie już posłusznych temu, co nie pochodzi od Boga, będzie czuwać i rozeznawać, co pochodzi z nieba, a co nie. Pocieszyliście mnie i rozradowaliście moje serce. Dziękuje, moje skarby. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ","Kochane dzieci, dziękuję wam, że tu jesteście, oto mój akt miłości został przyjęty w waszych sercach. Tego właśnie chcę teraz, zrozumieliście, że musicie pozostać zjednoczeni w grupach modlitewnych, zintensyfikować różaniec, ten rok będzie naprawdę potrzebował modlitwy, biorąc pod uwagę to, co widzę. Musisz powiedzieć kapłanom, aby kontynuowali sakramenty, wielu z nich nie będzie już posłusznych temu, co nie pochodzi od Boga, będzie czuwać i rozeznawać, co pochodzi z nieba, a co nie. Pocieszyliście mnie i rozradowaliście moje serce. Dziękuje, moje skarby. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",January
2018,1,20,Holy Mary,"Amati figli, grazie per essere riuniti qui nella preghiera. Piccoli miei ricordate che il Signore nostro è Amore, chi semina il male non viene da Dio. Dio è amore verso il fratello, amore verso i più deboli, l’amore è l’unica strada che porta alla luce, non comportatevi come i farisei. Cari figli prediletti, miei messaggeri, grazie per aver sacrificato la vostra vita per me, per essere disposti tutti i giorni a critiche, sappiate che sarete i primi ad essere elevati e abbracciati da me e da mio Figlio Gesù. Pregate per l’Europa. Ora vi benedico nel nome del Padre del figlio e dello Spirito Santo. Amen","Kochane dzieci, dziękuję wam, że jesteście tu zgromadzeni na modlitwie. Moje maleństwa, pamiętajcie, że nasz Pan jest Miłością, kto sieje zło, nie pochodzi od Boga. Bóg jest miłością do waszego brata, miłość do najsłabszych, miłość jest jedyną drogą prowadzącą do światła, nie zachowujcie się jak faryzeusze. Drogie dzieci, moi posłańcy, dziękuję wam, że poświęciliście swoje życie za mnie, że jesteście gotowi na codzienną krytykę, wiedzcie, że jako pierwsi zostaniecie wskrzeszeni i objęci przeze mnie i mojego Syna Jezusa. Módlcie się za Europę. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ","Kochane dzieci, dziękuję wam, że jesteście tu zgromadzeni na modlitwie. Moje maleństwa, pamiętajcie, że nasz Pan jest Miłością, kto sieje zło, nie pochodzi od Boga. Bóg jest miłością do waszego brata, miłość do najsłabszych, miłość jest jedyną drogą prowadzącą do światła, nie zachowujcie się jak faryzeusze. Drogie dzieci, moi posłańcy, dziękuję wam, że poświęciliście swoje życie za mnie, że jesteście gotowi na codzienną krytykę, wiedzcie, że jako pierwsi zostaniecie wskrzeszeni i objęci przeze mnie i mojego Syna Jezusa. Módlcie się za Europę. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",January
2018,1,23,Holy Mary,"Amati figli, grazie per aver ascoltato la mia chiamata nel vostro cuore. Amati miei, l’Anticristo che verrà presentato, prenderà il mondo nelle sue mani e sarà appoggiato dai potenti, si farà strada nella chiesa e nelle vite delle persone. Fate attenzione amori miei, acclamate solo il vostro Gesù, che è Amore e Vita. Vi benedico uno per uno., affinchè possiate portare la Pace nelle vostre case. Vi benedico, nel nome del Padre del Figlio e dello Spirito Santo. Amen","Kochane dzieci, dziękuję za wysłuchanie mojego wezwania w swoich sercach. Moi umiłowani, Antychryst, który zostanie przedstawiony, weźmie świat w swoje ręce i będzie wspierany przez potężnych, wejdzie do kościoła i do życia ludzi. Bądźcie uważni moi kochani, chwalcie tylko waszego Jezusa, który jest Miłością i Życiem. Błogosławię was wszystkich, abyście mogli zaprowadzić pokój w swoich domach. Błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ","Kochane dzieci, dziękuję za wysłuchanie mojego wezwania w swoich sercach. Moi umiłowani, Antychryst, który zostanie przedstawiony, weźmie świat w swoje ręce i będzie wspierany przez potężnych, wejdzie do kościoła i do życia ludzi. Bądźcie uważni moi kochani, chwalcie tylko waszego Jezusa, który jest Miłością i Życiem. Błogosławię was wszystkich, abyście mogli zaprowadzić pokój w swoich domach. Błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",January
2018,1,25,Holy Mary,"Figli amati, grazie per aver ascoltato la chiamata nel vostro cuore. Figli cari, il demonio vuole prendere i vostri cuori, state sempre vicini all’Eucarestia e alla confessione, sappiate riconoscere il bene dal male. Io vi sosterrò in tutte le prove che dovrete sostenere in questo anno. Vi sarò accanto, perché l’umanità ha davanti il baratro. Questa sera le grazie scenderanno su di voi. Ora vi benedico nel nome del Padre del Figlio e dello Spirito Santo. Amen","Kochane dzieci, dziękujemy za wysłuchanie wezwania w swoich sercach. Drogie dzieci, diabeł chce wziąć wasze serca, bądźcie zawsze blisko Eucharystii i spowiedzi, umiejcie odróżniać dobro od zła. Będę cię wspierać we wszystkich próbach, jakie będziesz musiał przejść w tym roku. Będę przy tobie, bo ludzkość stoi przed otchłanią. Dziś wieczorem zstąpią na was łaski. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ","Kochane dzieci, dziękujemy za wysłuchanie wezwania w swoich sercach. Drogie dzieci, diabeł chce wziąć wasze serca, bądźcie zawsze blisko Eucharystii i spowiedzi, umiejcie odróżniać dobro od zła. Będę cię wspierać we wszystkich próbach, jakie będziesz musiał przejść w tym roku. Będę przy tobie, bo ludzkość stoi przed otchłanią. Dziś wieczorem zstąpią na was łaski. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",January
